1045,Aleksander,Baran,Lublin,nie
1046,Bronislaw,Duda,Rzeszow,nie
1047,Waclaw,Szewczyk,Warszawa,nie
1048,Boleslaw,Tomaszewski,Warszawa,nie
1049,Ireneusz,Pietrzak,Warszawa,nie
1050,Maciej,Marciniak,Kielce,tak
1051,Artur,Wroblewski,Krakow,nie
1052,Edmund,Zalewski,Krakow,nie
1053,Marcin,Jakubowski,Katowice,nie
1054,Lech,Jasinski,Lodz,nie
1055,Karol,Zawadzki,Lodz,nie
1056,Rafal,Sadowski,Gdansk,tak
1057,Jan,Chmielewski,Gdansk,nie
1058,Stanislaw,Wlodarczyk,Wroclaw,nie
1059,Andrzej,Borkowski,Wroclaw,nie
1060,Jozef,Czarnecki,Wroclaw,tak
1061,Tadeusz,Sawicki,Poznan,nie
1062,Jerzy,Sokolowski,Poznan,nie
1063,Zbigniew,Urba�ski,Poznan,nie
1064,Krzysztof,Kubiak,Szczecin,tak
1065,Henryk,Maciejewski,Szczecin,nie
1066,Ryszard,Szczepanski,Bialystok,tak
1067,Kazimierz,Kucharski,Lublin,nie
1068,Marek,Wilk,Rzeszow,nie
1069,Marian,Kalinowski,Warszawa,nie
1070,Piotr,Lis,Warszawa,nie
1071,Janusz,Mazurek,Warszawa,nie
1072,Wladyslaw,Wysocki,Kielce,nie
1073,Adam,Adamski,Krakow,nie
1074,Wieslaw,Wasilewski,Krakow,nie
1075,Zdzislaw,Sobczak,Katowice,tak
1076,Edward,Czerwinski,Lodz,nie
1077,Mieczyslaw,Andrzejewski,Lodz,nie
1078,Roman,Cieslak,Gdansk,tak
1079,Miroslaw,Glowacki,Gdansk,tak
1080,Grzegorz,Zakrzewski,Wroclaw,nie
1081,Czeslaw,Kolodziej,Wroclaw,nie
1082,Dariusz,Sikorski,Wroclaw,nie
1083,Wojciech,Krajewski,Poznan,nie
1084,Jacek,Gajewski,Poznan,tak
1085,Tomasz,Szymczak,Poznan,tak
1086,Stefan,Szulc,Szczecin,nie
1087,Zygmunt,Baranowski,Szczecin,nie
1088,Leszek,Laskowski,Bialystok,nie
1089,Bogdan,Brzezinski,Lublin,tak
1090,Antoni,Makowski,Rzeszow,tak
1091,Pawel,Przybylski,Warszawa,nie
1092,Franciszek,Domanski,Warszawa,tak
1093,Jaroslaw,Nowacki,Warszawa,nie
1094,Robert,Borowski,Kielce,nie
1095,Mariusz,Chojnacki,Krakow,nie
1096,Wlodzimierz,Ciesielski,Krakow,tak
1097,Michal,Szczepaniak,Katowice,nie
1098,Zenon,Wesolowski,Lodz,nie
1099,Boguslaw,Gorecki,Lodz,tak
1100,Witold,Krupa,Gdansk,nie
1101,Aleksander,Kaczmarczyk,Gdansk,nie
1102,Bronislaw,Leszczynski,Wroclaw,nie
1103,Waclaw,Lipinski,Wroclaw,nie
1104,Boleslaw,Kowalewski,Wroclaw,nie
1105,Ireneusz,Urbaniak,Poznan,tak
1106,Maciej,Kozak,Poznan,tak
1107,Artur,Kania,Poznan,nie
1108,Edmund,Mikolajczyk,Szczecin,tak
1109,Marcin,Czajkowski,Szczecin,nie
1110,Lech,Mucha,Bialystok,nie
1111,Karol,Tomczak,Lublin,nie
1112,Rafal,Koziol,Rzeszow,nie
1113,Jan,Markowski,Warszawa,nie
1114,Stanislaw,Kowalik,Warszawa,nie
1115,Andrzej,Nawrocki,Warszawa,nie
1116,Jozef,Brzozowski,Kielce,nie
1117,Tadeusz,Janik,Krakow,nie
1118,Jerzy,Musial,Krakow,nie
1119,Zbigniew,Wawrzyniak,Katowice,nie
1120,Krzysztof,Markiewicz,Lodz,nie
1121,Henryk,Orlowski,Lodz,tak
1122,Ryszard,Tomczyk,Gdansk,tak
1123,Kazimierz,Jarosz,Gdansk,nie
1124,Marek,Kolodziejczyk,Wroclaw,tak
1125,Marian,Kurek,Wroclaw,nie
1126,Piotr,Kopec,Wroclaw,tak
1127,Janusz,Wolski,Poznan,nie
1128,Wladyslaw,Dziedzic,Poznan,nie
1129,Adam,Kot,Poznan,tak
1130,Wieslaw,Stasiak,Szczecin,tak
1131,Zdzislaw,Stankiewicz,Szczecin,nie
1132,Edward,Piatek,Bialystok,tak
1133,Mieczyslaw,Urban,Lublin,nie
1134,Roman,Dobrowolski,Rzeszow,nie
1135,Miroslaw,Pawlik,Warszawa,nie
1136,Grzegorz,Kruk,Warszawa,nie
1137,Czeslaw,Domagala,Warszawa,nie
1138,Dariusz,Piasecki,Kielce,tak
1139,Wojciech,Wierzbicki,Krakow,nie
1140,Jacek,Polak,Krakow,nie
1141,Tomasz,Zieba,Katowice,nie
1142,Stefan,Janicki,Lodz,nie
1143,Zygmunt,Sosnowski,Lodz,tak
1144,Leszek,Bednarek,Gdansk,nie
1145,Bogdan,Majchrzak,Gdansk,nie
1146,Antoni,Bielecki,Wroclaw,nie
1147,Pawel,Maj,Wroclaw,tak
1148,Franciszek,Sowa,Wroclaw,tak
1149,Jaroslaw,Milewski,Poznan,tak
1150,Robert,Gajda,Poznan,nie
1151,Mariusz,Klimek,Poznan,nie
1152,Wlodzimierz,Olejniczak,Szczecin,tak
1153,Michal,Ratajczak,Szczecin,nie
1154,Zenon,Romanowski,Bialystok,nie
1155,Boguslaw,Matuszewski,Lublin,nie
1156,Witold,Madej,Rzeszow,nie
1157,Aleksander,Kasprzak,Warszawa,tak
1158,Bronislaw,Grzelak,Warszawa,nie
1159,Waclaw,Socha,Warszawa,nie
1160,Boleslaw,Czajka,Kielce,nie
1161,Ireneusz,Marek,Krakow,nie
1162,Maciej,Kowal,Krakow,nie
1163,Artur,Bednarczyk,Katowice,tak
1164,Edmund,Skiba,Lodz,tak
1165,Marcin,Wrona,Lodz,nie
1166,Lech,Owczarek,Gdansk,nie
1167,Karol,Marcinkowski,Gdansk,nie
1168,Rafal,Matusiak,Wroclaw,nie
1169,Jan,Orzechowski,Wroclaw,nie
1170,Stanislaw,Sobolewski,Wroclaw,tak
1171,Andrzej,Kedzierski,Poznan,tak
1172,Jozef,Kurowski,Poznan,tak
1173,Tadeusz,Rogowski,Poznan,tak
1174,Jerzy,Olejnik,Szczecin,nie
1175,Zbigniew,Debski,Szczecin,nie
1176,Krzysztof,Baranski,Bialystok,nie
1177,Henryk,Skowronski,Lublin,tak
1178,Ryszard,Mazurkiewicz,Rzeszow,nie
1179,Kazimierz,Czech,Warszawa,nie
1180,Marek,Janiszewski,Warszawa,nie
1181,Marian,Bednarski,Warszawa,tak
1182,Piotr,Chrzanowski,Kielce,tak
1183,Janusz,Bukowski,Krakow,tak
1184,Wladyslaw,Jedrzejewski,Krakow,nie
1185,Adam,Czaja,Katowice,tak
1186,Wieslaw,Lisowski,Lodz,nie
1187,Zdzislaw,Grzybowski,Lodz,nie
1188,Edward,Kwiecien,Gdansk,nie
1189,Mieczyslaw,Pluta,Gdansk,tak
1190,Roman,Morawski,Wroclaw,nie
1191,Miroslaw,Czyz,Wroclaw,nie
1192,Grzegorz,Sobczyk,Wroclaw,tak
1193,Czeslaw,Augustyniak,Poznan,nie
1194,Dariusz,Rybak,Poznan,nie
1195,Wojciech,Krzeminski,Poznan,tak
1196,Jacek,Marzec,Szczecin,nie
1197,Tomasz,Konieczny,Szczecin,tak
1198,Stefan,Marczak,Bialystok,nie
1199,Zygmunt,Zych,Lublin,nie
1200,Leszek,Michalik,Rzeszow,nie
1201,Bogdan,Michalowski,Warszawa,nie
1202,Antoni,Kaczor,Warszawa,tak
1203,Pawel,Kubicki,Warszawa,nie
1204,Franciszek,Paluch,Kielce,nie
1205,Jaroslaw,Niemiec,Krakow,nie
1206,Robert,Sroka,Krakow,nie
1207,Mariusz,Stefaniak,Katowice,nie
1208,Wlodzimierz,Cybulski,Lodz,tak
1209,Michal,Kacprzak,Lodz,nie
1210,Zenon,Marszalek,Gdansk,tak
1211,Boguslaw,Kasprzyk,Gdansk,nie
1212,Witold,Malek,Wroclaw,nie
1213,Aleksander,Kujawa,Wroclaw,nie
1214,Bronislaw,Lewicki,Wroclaw,nie
1215,Waclaw,Przybysz,Poznan,nie
1216,Boleslaw,Stachowiak,Poznan,tak
1217,Ireneusz,Poplawski,Poznan,nie
1218,Maciej,Piekarski,Szczecin,nie
1219,Artur,Matysiak,Szczecin,nie
1220,Edmund,Janowski,Bialystok,nie
1221,Marcin,Murawski,Lublin,tak
1222,Lech,Cichocki,Rzeszow,nie
1223,Karol,Witek,Warszawa,nie
1224,Rafal,Nowak,Warszawa,nie
1225,Jan,Kowalski,Warszawa,nie
1226,Stanislaw,Wisniewski,Kielce,nie
1227,Andrzej,Dabrowski,Krakow,tak
1228,Jozef,Lewandowski,Krakow,nie
1229,Tadeusz,Wojcik,Katowice,tak
1230,Jerzy,Kaminski,Lodz,tak
1231,Zbigniew,Kowalczyk,Lodz,nie
1232,Krzysztof,Zielinski,Gdansk,tak
1233,Henryk,Szymanski,Gdansk,nie
1234,Ryszard,Wozniak,Wroclaw,nie
1235,Kazimierz,Kozlowski,Wroclaw,tak
1236,Marek,Jankowski,Wroclaw,nie
1237,Marian,Wojciechowski,Poznan,tak
1238,Piotr,Kwiatkowski,Poznan,tak
1239,Janusz,Kaczmarek,Poznan,nie
1240,Wladyslaw,Mazur,Szczecin,nie
1241,Adam,Krawczyk,Szczecin,tak
1242,Wieslaw,Piotrowski,Bialystok,nie
1243,Zdzislaw,Grabowski,Lublin,nie
1244,Edward,Nowakowski,Rzeszow,tak
1245,Mieczyslaw,Pawlowski,Warszawa,tak
1246,Roman,Michalski,Warszawa,nie
1247,Miroslaw,Nowicki,Warszawa,nie
1248,Grzegorz,Adamczyk,Kielce,nie
1249,Czeslaw,Dudek,Krakow,nie
1250,Dariusz,Zaj�c,Krakow,nie
1251,Wojciech,Wieczorek,Katowice,nie
1252,Jacek,Jablonski,Lodz,nie
1253,Tomasz,Krol,Lodz,nie
1254,Stefan,Majewski,Gdansk,tak
1255,Zygmunt,Olszewski,Gdansk,nie
1256,Leszek,Jaworski,Wroclaw,nie
1257,Bogdan,Wrobel,Wroclaw,nie
1258,Antoni,Malinowski,Wroclaw,nie
1259,Pawel,Pawlak,Poznan,nie
1260,Franciszek,Witkowski,Poznan,nie
1261,Jaroslaw,Walczak,Poznan,nie
1262,Robert,Stepie�,Szczecin,tak
1263,Mariusz,Gorski,Szczecin,nie
1264,Wlodzimierz,Rutkowski,Bialystok,tak
1265,Michal,Michalak,Lublin,nie
1266,Zenon,Sikora,Rzeszow,tak
1267,Boguslaw,Ostrowski,Warszawa,nie
1268,Witold,Baran,Warszawa,tak
1269,Aleksander,Duda,Warszawa,nie
1270,Bronislaw,Szewczyk,Kielce,nie
1271,Waclaw,Tomaszewski,Krakow,nie
1272,Boleslaw,Pietrzak,Krakow,tak
1273,Ireneusz,Marciniak,Katowice,nie
1274,Maciej,Wroblewski,Lodz,tak
1275,Artur,Zalewski,Lodz,nie
1276,Edmund,Jakubowski,Gdansk,nie
1277,Marcin,Jasinski,Gdansk,nie
1278,Lech,Zawadzki,Wroclaw,tak
1279,Karol,Sadowski,Wroclaw,nie
1280,Rafal,Chmielewski,Wroclaw,tak
1281,Jan,Wlodarczyk,Poznan,nie
1282,Stanislaw,Borkowski,Poznan,nie
1283,Andrzej,Czarnecki,Poznan,nie
1284,Jozef,Sawicki,Szczecin,nie
1285,Tadeusz,Sokolowski,Szczecin,nie
1286,Jerzy,Urba�ski,Bialystok,nie
1287,Zbigniew,Kubiak,Lublin,nie
1288,Krzysztof,Maciejewski,Rzeszow,nie
1289,Henryk,Szczepanski,Warszawa,nie
1290,Ryszard,Kucharski,Warszawa,tak
1291,Kazimierz,Wilk,Warszawa,tak
1292,Marek,Kalinowski,Kielce,nie
1293,Marian,Lis,Krakow,nie
1294,Piotr,Mazurek,Krakow,nie
1295,Janusz,Wysocki,Katowice,nie
1296,Wladyslaw,Adamski,Lodz,nie
1297,Adam,Wasilewski,Lodz,tak
1298,Wieslaw,Sobczak,Gdansk,nie
1299,Zdzislaw,Czerwinski,Gdansk,nie
1300,Edward,Andrzejewski,Wroclaw,tak
1301,Mieczyslaw,Cieslak,Wroclaw,nie
1302,Roman,Glowacki,Wroclaw,nie
1303,Miroslaw,Zakrzewski,Poznan,tak
1304,Grzegorz,Kolodziej,Poznan,tak
1305,Czeslaw,Sikorski,Poznan,nie
1306,Dariusz,Krajewski,Szczecin,nie
1307,Wojciech,Gajewski,Szczecin,nie
1308,Jacek,Szymczak,Bialystok,nie
1309,Tomasz,Szulc,Lublin,nie
1310,Stefan,Baranowski,Rzeszow,nie
1311,Zygmunt,Laskowski,Warszawa,tak
1312,Leszek,Brzezinski,Warszawa,nie
1313,Bogdan,Makowski,Warszawa,tak
1314,Antoni,Przybylski,Kielce,nie
1315,Pawel,Domanski,Krakow,nie
1316,Franciszek,Nowacki,Krakow,nie
1317,Jaroslaw,Borowski,Katowice,tak
1318,Robert,Chojnacki,Lodz,nie
1319,Mariusz,Ciesielski,Lodz,nie
1320,Wlodzimierz,Szczepaniak,Gdansk,nie
1321,Michal,Wesolowski,Gdansk,nie
1322,Zenon,Gorecki,Wroclaw,nie
1323,Boguslaw,Krupa,Wroclaw,nie
1324,Witold,Kaczmarczyk,Wroclaw,nie
1325,Aleksander,Leszczynski,Poznan,nie
1326,Bronislaw,Lipinski,Poznan,nie
1327,Waclaw,Kowalewski,Poznan,nie
1328,Boleslaw,Urbaniak,Szczecin,nie
1329,Ireneusz,Kozak,Szczecin,nie
1330,Maciej,Kania,Bialystok,nie
1331,Artur,Mikolajczyk,Lublin,nie
1332,Edmund,Czajkowski,Rzeszow,nie
1333,Marcin,Mucha,Warszawa,nie
1334,Lech,Tomczak,Warszawa,nie
1335,Karol,Koziol,Warszawa,tak
1336,Rafal,Markowski,Kielce,nie
1337,Jan,Kowalik,Krakow,nie
1338,Stanislaw,Nawrocki,Krakow,nie
1339,Andrzej,Brzozowski,Katowice,nie
1340,Jozef,Janik,Lodz,nie
1341,Tadeusz,Musial,Lodz,tak
1342,Jerzy,Wawrzyniak,Gdansk,nie
1343,Zbigniew,Markiewicz,Gdansk,nie
1344,Krzysztof,Orlowski,Wroclaw,tak
1345,Henryk,Tomczyk,Wroclaw,nie
1346,Ryszard,Jarosz,Wroclaw,nie
1347,Kazimierz,Kolodziejczyk,Poznan,tak
1348,Marek,Kurek,Poznan,tak
1349,Marian,Kopec,Poznan,tak
1350,Piotr,Wolski,Szczecin,nie
1351,Janusz,Dziedzic,Szczecin,nie
1352,Wladyslaw,Kot,Bialystok,tak
1353,Adam,Stasiak,Lublin,nie
1354,Wieslaw,Stankiewicz,Rzeszow,nie
1355,Zdzislaw,Piatek,Warszawa,tak
1356,Edward,Urban,Warszawa,nie
1357,Mieczyslaw,Dobrowolski,Warszawa,nie
1358,Roman,Pawlik,Kielce,nie
1359,Miroslaw,Kruk,Krakow,nie
1360,Grzegorz,Domagala,Krakow,tak
1361,Czeslaw,Piasecki,Katowice,nie
1362,Dariusz,Wierzbicki,Lodz,tak
1363,Wojciech,Polak,Lodz,nie
1364,Jacek,Zieba,Gdansk,nie
1365,Tomasz,Janicki,Gdansk,nie
1366,Stefan,Sosnowski,Wroclaw,nie
1367,Zygmunt,Bednarek,Wroclaw,nie
1368,Leszek,Majchrzak,Wroclaw,nie
1369,Bogdan,Bielecki,Poznan,nie
1370,Antoni,Maj,Poznan,nie
1371,Pawel,Sowa,Poznan,nie
1372,Franciszek,Milewski,Szczecin,nie
1373,Jaroslaw,Gajda,Szczecin,nie
1374,Robert,Klimek,Bialystok,tak
1375,Mariusz,Olejniczak,Lublin,nie
1376,Wlodzimierz,Ratajczak,Rzeszow,nie
1377,Michal,Romanowski,Warszawa,nie
1378,Zenon,Matuszewski,Warszawa,tak
1379,Boguslaw,Madej,Warszawa,nie
1380,Witold,Kasprzak,Kielce,nie
1381,Aleksander,Grzelak,Krakow,nie
1382,Bronislaw,Socha,Krakow,nie
1383,Waclaw,Czajka,Katowice,nie
1384,Boleslaw,Marek,Lodz,nie
1385,Ireneusz,Kowal,Lodz,tak
1386,Maciej,Bednarczyk,Gdansk,nie
1387,Artur,Skiba,Gdansk,nie
1388,Edmund,Wrona,Wroclaw,nie
1389,Marcin,Owczarek,Wroclaw,nie
1390,Lech,Marcinkowski,Wroclaw,nie
1391,Karol,Matusiak,Poznan,tak
1392,Rafal,Orzechowski,Poznan,nie
1393,Jan,Sobolewski,Poznan,nie
1394,Stanislaw,Kedzierski,Szczecin,tak
1395,Andrzej,Kurowski,Szczecin,nie
1396,Jozef,Rogowski,Bialystok,nie
1397,Tadeusz,Olejnik,Lublin,tak
1398,Jerzy,Debski,Rzeszow,nie
1399,Zbigniew,Baranski,Warszawa,nie
1400,Krzysztof,Skowronski,Warszawa,nie
1401,Henryk,Mazurkiewicz,Warszawa,nie
1402,Ryszard,Czech,Kielce,tak
1403,Kazimierz,Janiszewski,Krakow,tak
1404,Marek,Bednarski,Krakow,nie
1405,Marian,Chrzanowski,Katowice,nie
1406,Piotr,Bukowski,Lodz,tak
1407,Janusz,Jedrzejewski,Lodz,nie
1408,Wladyslaw,Czaja,Gdansk,nie
1409,Adam,Lisowski,Gdansk,tak
1410,Wieslaw,Grzybowski,Wroclaw,nie
1411,Zdzislaw,Kwiecien,Wroclaw,nie
1412,Edward,Pluta,Wroclaw,nie
1413,Mieczyslaw,Morawski,Poznan,nie
1414,Roman,Czyz,Poznan,nie
1415,Miroslaw,Sobczyk,Poznan,nie
1416,Grzegorz,Augustyniak,Szczecin,nie
1417,Czeslaw,Rybak,Szczecin,tak
1418,Dariusz,Krzeminski,Bialystok,nie
1419,Wojciech,Marzec,Lublin,nie
1420,Jacek,Konieczny,Rzeszow,tak
1421,Tomasz,Marczak,Warszawa,nie
1422,Stefan,Zych,Warszawa,nie
1423,Zygmunt,Michalik,Warszawa,tak
1424,Leszek,Michalowski,Kielce,tak
1425,Bogdan,Kaczor,Krakow,nie
1426,Antoni,Kubicki,Krakow,nie
1427,Pawel,Paluch,Katowice,nie
1428,Franciszek,Niemiec,Lodz,nie
1429,Jaroslaw,Sroka,Lodz,nie
1430,Robert,Stefaniak,Gdansk,nie
1431,Mariusz,Cybulski,Gdansk,nie
1432,Wlodzimierz,Kacprzak,Wroclaw,tak
1433,Michal,Marszalek,Wroclaw,tak
1434,Zenon,Kasprzyk,Wroclaw,nie
1435,Boguslaw,Malek,Poznan,nie
1436,Witold,Kujawa,Poznan,nie
1437,Aleksander,Lewicki,Poznan,tak
1438,Bronislaw,Przybysz,Szczecin,nie
1439,Waclaw,Stachowiak,Szczecin,nie
1440,Boleslaw,Poplawski,Bialystok,tak
1441,Ireneusz,Piekarski,Lublin,nie
1442,Maciej,Matysiak,Rzeszow,nie
1443,Artur,Janowski,Warszawa,nie
1444,Edmund,Murawski,Warszawa,nie
1445,Marcin,Cichocki,Warszawa,tak
1446,Lech,Witek,Kielce,tak
1447,Karol,Nowak,Krakow,nie
1448,Rafal,Kowalski,Krakow,tak
1449,Jan,Wisniewski,Katowice,nie
1450,Stanislaw,Dabrowski,Lodz,nie
1451,Andrzej,Lewandowski,Lodz,nie
1452,Jozef,Wojcik,Gdansk,nie
1453,Tadeusz,Kaminski,Gdansk,nie
1454,Jerzy,Kowalczyk,Wroclaw,nie
1455,Zbigniew,Zielinski,Wroclaw,tak
1456,Krzysztof,Szymanski,Wroclaw,tak
1457,Henryk,Wozniak,Poznan,nie
1458,Ryszard,Kozlowski,Poznan,nie
1459,Kazimierz,Jankowski,Poznan,nie
1460,Marek,Wojciechowski,Szczecin,nie
1461,Marian,Kwiatkowski,Szczecin,nie
1462,Piotr,Kaczmarek,Bialystok,nie
1463,Janusz,Mazur,Lublin,tak
1464,Wladyslaw,Krawczyk,Rzeszow,nie
1465,Adam,Piotrowski,Warszawa,nie
1466,Wieslaw,Grabowski,Warszawa,nie
1467,Zdzislaw,Nowakowski,Warszawa,tak
1468,Edward,Pawlowski,Kielce,nie
1469,Mieczyslaw,Michalski,Krakow,nie
1470,Roman,Nowicki,Krakow,nie
1471,Miroslaw,Adamczyk,Katowice,tak
1472,Grzegorz,Dudek,Lodz,tak
1473,Czeslaw,Zaj�c,Lodz,nie
1474,Dariusz,Wieczorek,Gdansk,nie
1475,Wojciech,Jablonski,Gdansk,nie
1476,Jacek,Krol,Wroclaw,nie
1477,Tomasz,Majewski,Wroclaw,nie
1478,Stefan,Olszewski,Wroclaw,tak
1479,Zygmunt,Jaworski,Poznan,nie
1480,Leszek,Wrobel,Poznan,nie
1481,Bogdan,Malinowski,Poznan,nie
1482,Antoni,Pawlak,Szczecin,nie
1483,Pawel,Witkowski,Szczecin,tak
1484,Franciszek,Walczak,Bialystok,nie
1485,Jaroslaw,Stepie�,Lublin,tak
1486,Robert,Gorski,Rzeszow,nie
1487,Mariusz,Rutkowski,Warszawa,nie
1488,Wlodzimierz,Michalak,Warszawa,nie
1489,Michal,Sikora,Warszawa,tak
1490,Zenon,Ostrowski,Kielce,tak
1491,Boguslaw,Baran,Krakow,tak
1492,Witold,Duda,Krakow,nie
1493,Aleksander,Szewczyk,Katowice,tak
1494,Bronislaw,Tomaszewski,Lodz,tak
1495,Waclaw,Pietrzak,Lodz,nie
1496,Boleslaw,Marciniak,Gdansk,nie
1497,Ireneusz,Wroblewski,Gdansk,tak
1498,Maciej,Zalewski,Wroclaw,tak
1499,Artur,Jakubowski,Wroclaw,nie
1500,Edmund,Jasinski,Wroclaw,tak
1501,Marcin,Zawadzki,Poznan,nie
1502,Lech,Sadowski,Poznan,nie
1503,Karol,Chmielewski,Poznan,nie
1504,Rafal,Wlodarczyk,Szczecin,nie
1505,Jan,Borkowski,Szczecin,nie
1506,Stanislaw,Czarnecki,Bialystok,tak
1507,Andrzej,Sawicki,Lublin,nie
1508,Jozef,Sokolowski,Rzeszow,tak
1509,Tadeusz,Urba�ski,Warszawa,nie
1510,Jerzy,Kubiak,Warszawa,tak
1511,Zbigniew,Maciejewski,Warszawa,tak
1512,Krzysztof,Szczepanski,Kielce,nie
1513,Henryk,Kucharski,Krakow,tak
1514,Ryszard,Wilk,Krakow,tak
1515,Kazimierz,Kalinowski,Katowice,nie
1516,Marek,Lis,Lodz,tak
1517,Marian,Mazurek,Lodz,nie
1518,Piotr,Wysocki,Gdansk,nie
1519,Janusz,Adamski,Gdansk,tak
1520,Wladyslaw,Wasilewski,Wroclaw,nie
1521,Adam,Sobczak,Wroclaw,nie
1522,Wieslaw,Czerwinski,Wroclaw,nie
1523,Zdzislaw,Andrzejewski,Poznan,nie
1524,Edward,Cieslak,Poznan,tak
1525,Mieczyslaw,Glowacki,Poznan,tak
1526,Roman,Zakrzewski,Szczecin,tak
1527,Miroslaw,Kolodziej,Szczecin,tak
1528,Grzegorz,Sikorski,Bialystok,nie
1529,Czeslaw,Krajewski,Lublin,nie
1530,Dariusz,Gajewski,Rzeszow,tak
1531,Wojciech,Szymczak,Warszawa,nie
1532,Jacek,Szulc,Warszawa,nie
1533,Tomasz,Baranowski,Warszawa,tak
1534,Stefan,Laskowski,Kielce,tak
1535,Zygmunt,Brzezinski,Krakow,tak
1536,Leszek,Makowski,Krakow,tak
1537,Bogdan,Przybylski,Katowice,nie
1538,Antoni,Domanski,Lodz,nie
1539,Pawel,Nowacki,Lodz,nie
1540,Franciszek,Borowski,Gdansk,nie
1541,Jaroslaw,Chojnacki,Gdansk,nie
1542,Robert,Ciesielski,Wroclaw,nie
1543,Mariusz,Szczepaniak,Wroclaw,nie
1544,Wlodzimierz,Wesolowski,Wroclaw,nie
1545,Michal,Gorecki,Poznan,nie
1546,Zenon,Krupa,Poznan,nie
1547,Boguslaw,Kaczmarczyk,Poznan,nie
1548,Witold,Leszczynski,Szczecin,nie
1549,Aleksander,Lipinski,Szczecin,tak
1550,Bronislaw,Kowalewski,Bialystok,nie
1551,Waclaw,Urbaniak,Lublin,nie
1552,Boleslaw,Kozak,Rzeszow,nie
1553,Ireneusz,Kania,Warszawa,tak
1554,Maciej,Mikolajczyk,Warszawa,nie
1555,Artur,Czajkowski,Warszawa,nie
1556,Edmund,Mucha,Kielce,nie
1557,Marcin,Tomczak,Krakow,tak
1558,Lech,Koziol,Krakow,nie
1559,Karol,Markowski,Katowice,nie
1560,Rafal,Kowalik,Lodz,tak
1561,Jan,Nawrocki,Lodz,nie
1562,Stanislaw,Brzozowski,Gdansk,tak
1563,Andrzej,Janik,Gdansk,nie
1564,Jozef,Musial,Wroclaw,nie
1565,Tadeusz,Wawrzyniak,Wroclaw,tak
1566,Jerzy,Markiewicz,Wroclaw,nie
1567,Zbigniew,Orlowski,Poznan,nie
1568,Krzysztof,Tomczyk,Poznan,tak
1569,Henryk,Jarosz,Poznan,nie
1570,Ryszard,Kolodziejczyk,Szczecin,nie
1571,Kazimierz,Kurek,Szczecin,nie
1572,Marek,Kopec,Bialystok,tak
1573,Marian,Wolski,Lublin,nie
1574,Piotr,Dziedzic,Rzeszow,nie
1575,Janusz,Kot,Warszawa,tak
1576,Wladyslaw,Stasiak,Warszawa,nie
1577,Adam,Stankiewicz,Warszawa,tak
1578,Wieslaw,Piatek,Kielce,nie
1579,Zdzislaw,Urban,Krakow,nie
1580,Edward,Dobrowolski,Krakow,nie
1581,Mieczyslaw,Pawlik,Katowice,nie
1582,Roman,Kruk,Lodz,tak
1583,Miroslaw,Domagala,Lodz,nie
1584,Grzegorz,Piasecki,Gdansk,nie
1585,Czeslaw,Wierzbicki,Gdansk,nie
1586,Dariusz,Polak,Wroclaw,tak
1587,Wojciech,Zieba,Wroclaw,nie
1588,Jacek,Janicki,Wroclaw,nie
1589,Tomasz,Sosnowski,Poznan,tak
1590,Stefan,Bednarek,Poznan,nie
1591,Zygmunt,Majchrzak,Poznan,nie
